 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 1
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
 2025	 nan	 0
